polarity;category;term_target;start_end;sentence;cleaned_sentence;parsed_sentence;parsed_sentence_list;Spacy_parsed_list
122;positive;AMBIENCE#GENERAL;outside table;39:52;If the weather is nice, try to snag an outside table.;weather nice try snag outside table;[(('nice', 'JJ'), 'mark', ('If', 'IN')), (('nice', 'JJ'), 'nsubj', ('weather', 'NN')), (('weather', 'NN'), 'det', ('the', 'DT')), (('nice', 'JJ'), 'cop', ('is', 'VBZ')), (('nice', 'JJ'), 'ccomp', ('try', 'VBP')), (('try', 'VBP'), 'xcomp', ('snag', 'VB')), (('snag', 'VB'), 'mark', ('to', 'TO')), (('snag', 'VB'), 'dobj', ('table', 'NN')), (('table', 'NN'), 'det', ('an', 'DT')), (('table', 'NN'), 'amod', ('outside', 'JJ'))];outside table table snag an outside;outside table table snag an outside
123;positive;AMBIENCE#GENERAL;belly dancing show;23:41;We were drawn into the belly dancing show that captivated the crowd.;drawn belly dancing show captivated crowd;[(('drawn', 'VBN'), 'nsubjpass', ('We', 'PRP')), (('drawn', 'VBN'), 'auxpass', ('were', 'VBD')), (('drawn', 'VBN'), 'nmod', ('show', 'NN')), (('show', 'NN'), 'case', ('into', 'IN')), (('show', 'NN'), 'det', ('the', 'DT')), (('show', 'NN'), 'compound', ('belly', 'NN')), (('show', 'NN'), 'compound', ('dancing', 'NN')), (('show', 'NN'), 'acl:relcl', ('captivated', 'VBD')), (('captivated', 'VBD'), 'nsubj', ('that', 'WDT')), (('captivated', 'VBD'), 'dobj', ('crowd', 'NN')), (('crowd', 'NN'), 'det', ('the', 'DT'))];belly show dancing show show drawn into the belly dancing captivated;belly show dancing show show into the belly dancing captivated
124;positive;AMBIENCE#GENERAL;place;4:9;The place was nice and calm.;place nice calm;[(('nice', 'JJ'), 'nsubj', ('place', 'NN')), (('place', 'NN'), 'det', ('The', 'DT')), (('nice', 'JJ'), 'cop', ('was', 'VBD')), (('nice', 'JJ'), 'cc', ('and', 'CC')), (('nice', 'JJ'), 'conj', ('calm', 'JJ'))];place nice the;place was the
125;positive;FOOD#QUALITY;baba ganoush;56:68;Watch the talented belly dancers as you enjoy delicious baba ganoush that's more lemony than smoky.;watch talented belly dancers enjoy delicious baba ganoush lemony smoky;[(('Watch', 'VB'), 'dobj', ('dancers', 'NNS')), (('dancers', 'NNS'), 'det', ('the', 'DT')), (('dancers', 'NNS'), 'amod', ('talented', 'JJ')), (('dancers', 'NNS'), 'compound', ('belly', 'NN')), (('Watch', 'VB'), 'advcl', ('enjoy', 'VBP')), (('enjoy', 'VBP'), 'mark', ('as', 'IN')), (('enjoy', 'VBP'), 'nsubj', ('you', 'PRP')), (('enjoy', 'VBP'), 'xcomp', ('delicious', 'JJ')), (('Watch', 'VB'), 'nsubj', ('ganoush', 'NN')), (('ganoush', 'NN'), 'compound', ('baba', 'NN')), (('ganoush', 'NN'), 'acl:relcl', ('lemony', 'JJ')), (('lemony', 'JJ'), 'nsubj', ('that', 'WDT')), (('lemony', 'JJ'), 'cop', ('s', 'VBZ')), (('lemony', 'JJ'), 'advmod', ('more', 'RBR')), (('lemony', 'JJ'), 'nmod', ('smoky', 'NN')), (('smoky', 'NN'), 'case', ('than', 'IN'))];baba ganoush ganoush watch baba lemony;baba ganoush ganoush enjoy delicious baba s
126;positive;FOOD#QUALITY;pizza;64:69;Right off the L in Brooklyn this is a nice cozy place with good pizza.;right l brooklyn nice cozy place good pizza;[(('L', 'NNP'), 'dep', ('off', 'RB')), (('off', 'RB'), 'advmod', ('Right', 'RB')), (('L', 'NNP'), 'det', ('the', 'DT')), (('L', 'NNP'), 'nmod', ('Brooklyn', 'NNP')), (('Brooklyn', 'NNP'), 'case', ('in', 'IN')), (('Brooklyn', 'NNP'), 'acl:relcl', ('place', 'NN')), (('place', 'NN'), 'nsubj', ('this', 'DT')), (('place', 'NN'), 'cop', ('is', 'VBZ')), (('place', 'NN'), 'det', ('a', 'DT')), (('place', 'NN'), 'amod', ('nice', 'JJ')), (('place', 'NN'), 'compound', ('cozy', 'NN')), (('place', 'NN'), 'nmod', ('pizza', 'NN')), (('pizza', 'NN'), 'case', ('with', 'IN')), (('pizza', 'NN'), 'amod', ('good', 'JJ'))];pizza place with good;pizza with good
127;positive;FOOD#QUALITY;sushi;42:47;This place has ruined me for neighborhood sushi.;place ruined neighborhood sushi;[(('ruined', 'VBN'), 'nsubj', ('place', 'NN')), (('place', 'NN'), 'det', ('This', 'DT')), (('ruined', 'VBN'), 'aux', ('has', 'VBZ')), (('ruined', 'VBN'), 'dobj', ('me', 'PRP')), (('ruined', 'VBN'), 'nmod', ('sushi', 'NN')), (('sushi', 'NN'), 'case', ('for', 'IN')), (('sushi', 'NN'), 'compound', ('neighborhood', 'NN'))];sushi ruined for neighborhood;sushi for neighborhood
128;positive;FOOD#QUALITY;bagels;6:12;Great bagels made the old-fashioned way.;great bagels made old fashioned way;[(('made', 'VBD'), 'nsubj', ('bagels', 'NNS')), (('bagels', 'NNS'), 'amod', ('Great', 'JJ')), (('made', 'VBD'), 'dobj', ('way', 'NN')), (('way', 'NN'), 'det', ('the', 'DT')), (('way', 'NN'), 'amod', ('fashioned', 'VBN')), (('fashioned', 'VBN'), 'dep', ('old', 'JJ'))];bagels made great;bagels made great
129;positive;SERVICE#GENERAL;service;24:31;Ambience is delightful, service impeccable.;ambience delightful service impeccable;[(('impeccable', 'NNS'), 'nsubj', ('Ambience', 'NNP')), (('impeccable', 'NNS'), 'cop', ('is', 'VBZ')), (('impeccable', 'NNS'), 'amod', ('delightful', 'JJ')), (('impeccable', 'NNS'), 'compound', ('service', 'NN'))];service impeccable;service is delightful
130;positive;FOOD#QUALITY;modern Japanese;26:41;I've had my fair share of modern Japanese and this spot delivers.;fair share modern japanese spot delivers;[(('had', 'VBD'), 'nsubj', ('I', 'PRP')), (('had', 'VBD'), 'advmod', ('ve', 'RB')), (('had', 'VBD'), 'dobj', ('share', 'NN')), (('share', 'NN'), 'nmod:poss', ('my', 'PRP$')), (('share', 'NN'), 'amod', ('fair', 'JJ')), (('share', 'NN'), 'nmod', ('Japanese', 'NNS')), (('Japanese', 'NNS'), 'case', ('of', 'IN')), (('Japanese', 'NNS'), 'amod', ('modern', 'JJ')), (('had', 'VBD'), 'cc', ('and', 'CC')), (('had', 'VBD'), 'conj', ('delivers', 'VBZ')), (('delivers', 'VBZ'), 'nsubj', ('spot', 'NN')), (('spot', 'NN'), 'det', ('this', 'DT'))];modern japanese japanese share of modern;modern japanese japanese of modern
131;positive;FOOD#PRICES;all you can eat sushi;8:29;$20 for all you can eat sushi cannot be beaten.;eat sushi not beaten;[(('eat', 'VB'), 'nmod', ('all', 'DT')), (('all', 'DT'), 'case', ('for', 'IN')), (('eat', 'VB'), 'nsubj', ('you', 'PRP')), (('eat', 'VB'), 'aux', ('can', 'MD')), (('eat', 'VB'), 'ccomp', ('beaten', 'VBN')), (('beaten', 'VBN'), 'nsubjpass', ('sushi', 'NN')), (('beaten', 'VBN'), 'aux', ('can', 'MD')), (('beaten', 'VBN'), 'neg', ('not', 'RB')), (('beaten', 'VBN'), 'auxpass', ('be', 'VB'))];all eat for you eat can eat beaten eat all you can beaten sushi beaten;all for eat you eat can eat eat all you can sushi sushi eat can beaten
132;negative;FOOD#STYLE_OPTIONS;Chicken teriyaki;0:16;Chicken teriyaki had tomato or pimentos on top??;chicken teriyaki tomato pimentos top;[(('had', 'VBD'), 'nsubj', ('teriyaki', 'NNS')), (('teriyaki', 'NNS'), 'compound', ('Chicken', 'NNP')), (('had', 'VBD'), 'dobj', ('tomato', 'NN')), (('tomato', 'NN'), 'cc', ('or', 'CC')), (('tomato', 'NN'), 'conj', ('pimentos', 'NNS')), (('tomato', 'NN'), 'nmod', ('top', 'NN')), (('top', 'NN'), 'case', ('on', 'IN'))];chicken teriyaki teriyaki had chicken;chicken teriyaki teriyaki had chicken
133;positive;DRINKS#PRICES;Wine list;0:9;Wine list is extensive without being over-priced.;wine list extensive without priced;[(('extensive', 'JJ'), 'nsubj', ('list', 'NN')), (('list', 'NN'), 'compound', ('Wine', 'NNP')), (('extensive', 'JJ'), 'cop', ('is', 'VBZ')), (('extensive', 'JJ'), 'advcl', ('priced', 'VBN')), (('priced', 'VBN'), 'mark', ('without', 'IN')), (('priced', 'VBN'), 'auxpass', ('being', 'VBG')), (('priced', 'VBN'), 'advmod', ('over', 'RB'))];wine list list extensive wine;wine list list is wine
134;positive;FOOD#QUALITY;food;18:22;Most importantly, food is excellent.;importantly food excellent;[(('food', 'NN'), 'dep', ('importantly', 'RB')), (('importantly', 'RB'), 'advmod', ('Most', 'RBS')), (('food', 'NN'), 'acl:relcl', ('excellent', 'JJ')), (('excellent', 'JJ'), 'cop', ('is', 'VBZ'))];food importantly excellent;food is importantly
135;positive;DRINKS#STYLE_OPTIONS;wine list;4:13;The wine list is also really nice.;wine list also really nice;[(('nice', 'JJ'), 'nsubj', ('list', 'NN')), (('list', 'NN'), 'det', ('The', 'DT')), (('list', 'NN'), 'compound', ('wine', 'NN')), (('nice', 'JJ'), 'cop', ('is', 'VBZ')), (('nice', 'JJ'), 'advmod', ('also', 'RB')), (('nice', 'JJ'), 'advmod', ('really', 'RB'))];wine list list nice the wine;wine list list is the wine
136;positive;AMBIENCE#GENERAL;place;5:10;This place is so much fun.;place much fun;[(('fun', 'NN'), 'nsubj', ('place', 'NN')), (('place', 'NN'), 'det', ('This', 'DT')), (('fun', 'NN'), 'cop', ('is', 'VBZ')), (('fun', 'NN'), 'advmod', ('much', 'RB')), (('much', 'RB'), 'advmod', ('so', 'RB'))];place fun this;place is this
137;negative;SERVICE#GENERAL;frontman;217:225;This guy refused to seat her and she left, followed shortly by the four of us, but not before I told him that in my 40 years of world travel, including Paris, that I had never seen such a display of bad behavior by a frontman in a restaurant.;guy refused seat left followed shortly four us but not told years world travel including paris never seen display bad behavior frontman restaurant;[(('refused', 'VBD'), 'nsubj', ('guy', 'NN')), (('guy', 'NN'), 'det', ('This', 'DT')), (('refused', 'VBD'), 'nmod', ('seat', 'NN')), (('seat', 'NN'), 'case', ('to', 'TO')), (('refused', 'VBD'), 'advcl', ('left', 'VBD')), (('left', 'VBD'), 'nsubj', ('her', 'PRP')), (('her', 'PRP'), 'cc', ('and', 'CC')), (('her', 'PRP'), 'conj', ('she', 'PRP')), (('left', 'VBD'), 'advcl', ('four', 'CD')), (('four', 'CD'), 'case', ('followed', 'VBN')), (('four', 'CD'), 'advmod', ('shortly', 'RB')), (('four', 'CD'), 'case', ('by', 'IN')), (('four', 'CD'), 'det', ('the', 'DT')), (('four', 'CD'), 'nmod', ('us', 'PRP')), (('us', 'PRP'), 'case', ('of', 'IN')), (('left', 'VBD'), 'cc', ('but', 'CC')), (('left', 'VBD'), 'conj', ('told', 'VBD')), (('told', 'VBD'), 'dep', ('not', 'RB')), (('told', 'VBD'), 'mark', ('before', 'IN')), (('told', 'VBD'), 'nsubj', ('I', 'PRP')), (('told', 'VBD'), 'xcomp', ('that', 'DT')), (('that', 'DT'), 'nsubj', ('him', 'PRP')), (('that', 'DT'), 'nmod', ('years', 'NNS')), (('years', 'NNS'), 'case', ('in', 'IN')), (('years', 'NNS'), 'nmod:poss', ('my', 'PRP$')), (('years', 'NNS'), 'nmod', ('travel', 'NN')), (('travel', 'NN'), 'case', ('of', 'IN')), (('travel', 'NN'), 'compound', ('world', 'NN')), (('travel', 'NN'), 'nmod', ('Paris', 'NNP')), (('Paris', 'NNP'), 'case', ('including', 'VBG')), (('told', 'VBD'), 'ccomp', ('seen', 'VBN')), (('seen', 'VBN'), 'mark', ('that', 'IN')), (('seen', 'VBN'), 'nsubj', ('I', 'PRP')), (('seen', 'VBN'), 'aux', ('had', 'VBD')), (('seen', 'VBN'), 'neg', ('never', 'RB')), (('seen', 'VBN'), 'dobj', ('display', 'NN')), (('display', 'NN'), 'det:predet', ('such', 'PDT')), (('display', 'NN'), 'det', ('a', 'DT')), (('display', 'NN'), 'nmod', ('behavior', 'NN')), (('behavior', 'NN'), 'case', ('of', 'IN')), (('behavior', 'NN'), 'amod', ('bad', 'JJ')), (('seen', 'VBN'), 'nmod', ('frontman', 'NN')), (('frontman', 'NN'), 'case', ('by', 'IN')), (('frontman', 'NN'), 'det', ('a', 'DT')), (('frontman', 'NN'), 'nmod', ('restaurant', 'NN')), (('restaurant', 'NN'), 'case', ('in', 'IN')), (('restaurant', 'NN'), 'det', ('a', 'DT'))];frontman seen by a restaurant;frontman by a in
138;negative;RESTAURANT#GENERAL;Casa La Femme;46:59;I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.;literally got back home visiting casa la femme offended visit felt necessary try warn diners value money time;[(('got', 'VBD'), 'nsubj', ('I', 'PRP')), (('got', 'VBD'), 'advmod', ('just', 'RB')), (('just', 'RB'), 'advmod', ('literally', 'RB')), (('got', 'VBD'), 'compound:prt', ('back', 'RP')), (('got', 'VBD'), 'advcl', ('visiting', 'VBG')), (('visiting', 'VBG'), 'advmod', ('home', 'NN')), (('visiting', 'VBG'), 'mark', ('after', 'IN')), (('visiting', 'VBG'), 'dobj', ('Femme', 'NNP')), (('Femme', 'NNP'), 'compound', ('Casa', 'NNP')), (('Femme', 'NNP'), 'compound', ('La', 'NNP')), (('got', 'VBD'), 'cc', ('and', 'CC')), (('got', 'VBD'), 'conj', ('offended', 'JJ')), (('offended', 'JJ'), 'cop', ('was', 'VBD')), (('offended', 'JJ'), 'advmod', ('so', 'RB')), (('offended', 'JJ'), 'nmod', ('visit', 'NN')), (('visit', 'NN'), 'case', ('by', 'IN')), (('visit', 'NN'), 'nmod:poss', ('my', 'PRP$')), (('visit', 'NN'), 'acl', ('felt', 'VBN')), (('felt', 'VBN'), 'xcomp', ('necessary', 'JJ')), (('necessary', 'JJ'), 'nsubj', ('it', 'PRP')), (('necessary', 'JJ'), 'xcomp', ('try', 'VB')), (('try', 'VB'), 'mark', ('to', 'TO')), (('try', 'VB'), 'cc', ('and', 'CC')), (('try', 'VB'), 'conj', ('warn', 'VB')), (('try', 'VB'), 'dobj', ('diners', 'NNS')), (('diners', 'NNS'), 'amod', ('other', 'JJ')), (('diners', 'NNS'), 'acl:relcl', ('value', 'VBP')), (('value', 'VBP'), 'nsubj', ('who', 'WP')), (('value', 'VBP'), 'dobj', ('money', 'NN')), (('money', 'NN'), 'nmod:poss', ('their', 'PRP$')), (('money', 'NN'), 'cc', ('and', 'CC')), (('money', 'NN'), 'conj', ('time', 'NN'))];casa femme la femme femme visiting casa la;casa femme la femme femme visiting casa la
139;positive;DRINKS#QUALITY;sake’s;4:10;The sake’s complimented the courses very well and is successfully easing me into the sake world.;sake complimented courses well successfully easing sake world;[(('complimented', 'VBN'), 'nsubjpass', ('sake', 'NN')), (('sake', 'NN'), 'det', ('The', 'DT')), (('complimented', 'VBN'), 'auxpass', ('s', 'VBZ')), (('complimented', 'VBN'), 'dobj', ('courses', 'NNS')), (('courses', 'NNS'), 'det', ('the', 'DT')), (('complimented', 'VBN'), 'advmod', ('well', 'RB')), (('well', 'RB'), 'advmod', ('very', 'RB')), (('complimented', 'VBN'), 'cc', ('and', 'CC')), (('complimented', 'VBN'), 'conj', ('easing', 'VBG')), (('easing', 'VBG'), 'aux', ('is', 'VBZ')), (('easing', 'VBG'), 'advmod', ('successfully', 'RB')), (('easing', 'VBG'), 'dobj', ('me', 'PRP')), (('easing', 'VBG'), 'nmod', ('world', 'NN')), (('world', 'NN'), 'case', ('into', 'IN')), (('world', 'NN'), 'det', ('the', 'DT')), (('world', 'NN'), 'compound', ('sake', 'NN'))];sake complimented the world ’ s complimented;sake s the s complimented sake sake world
140;positive;FOOD#QUALITY;millennium roll;27:42;Excellent sashimi, and the millennium roll is beyond delicious.;excellent sashimi millennium roll beyond delicious;[(('delicious', 'JJ'), 'nsubj', ('sashimi', 'NNS')), (('sashimi', 'NNS'), 'amod', ('Excellent', 'JJ')), (('sashimi', 'NNS'), 'cc', ('and', 'CC')), (('sashimi', 'NNS'), 'conj', ('roll', 'NN')), (('roll', 'NN'), 'det', ('the', 'DT')), (('roll', 'NN'), 'amod', ('millennium', 'JJ')), (('delicious', 'JJ'), 'cop', ('is', 'VBZ')), (('delicious', 'JJ'), 'advmod', ('beyond', 'IN'))];millennium roll roll sashimi the millennium;millennium roll roll sashimi the millennium
141;negative;FOOD#PRICES;dim sum;16:23;The rest of the dim sum, though pricey by Chinatown standards, is worth it.;rest dim sum though pricey chinatown standards worth;[(('rest', 'NN'), 'det', ('The', 'DT')), (('rest', 'NN'), 'nmod', ('sum', 'NN')), (('sum', 'NN'), 'case', ('of', 'IN')), (('sum', 'NN'), 'det', ('the', 'DT')), (('sum', 'NN'), 'compound', ('dim', 'NN')), (('rest', 'NN'), 'dep', ('worth', 'JJ')), (('worth', 'JJ'), 'mark', ('though', 'IN')), (('worth', 'JJ'), 'nsubj', ('standards', 'NNS')), (('standards', 'NNS'), 'amod', ('pricey', 'JJ')), (('pricey', 'JJ'), 'nmod', ('Chinatown', 'NNP')), (('Chinatown', 'NNP'), 'case', ('by', 'IN')), (('worth', 'JJ'), 'cop', ('is', 'VBZ')), (('worth', 'JJ'), 'dep', ('it', 'PRP'))];dim sum sum rest of the dim;dim sum sum of the dim
142;positive;AMBIENCE#GENERAL;atmoshere;6:15;Great atmoshere and worth every bit.;great atmoshere worth every bit;[(('Great', 'NNP'), 'dep', ('atmoshere', 'NN')), (('atmoshere', 'NN'), 'cc', ('and', 'CC')), (('atmoshere', 'NN'), 'conj', ('worth', 'NN')), (('atmoshere', 'NN'), 'dep', ('bit', 'NN')), (('bit', 'NN'), 'det', ('every', 'DT'))];atmoshere great and worth bit;atmoshere atmoshere great and worth
143;positive;RESTAURANT#GENERAL;establishment;5:18;This establishment is the real deal. ;establishment real deal;[(('deal', 'NN'), 'nsubj', ('establishment', 'NN')), (('establishment', 'NN'), 'det', ('This', 'DT')), (('deal', 'NN'), 'cop', ('is', 'VBZ')), (('deal', 'NN'), 'det', ('the', 'DT')), (('deal', 'NN'), 'amod', ('real', 'JJ'))];establishment deal this;establishment is this
144;positive;FOOD#QUALITY;meal;111:115;The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal;restaurant bit noisy but something overlooked sit enjoy great meal;[(('noisy', 'JJ'), 'nsubj', ('restaurant', 'NN')), (('restaurant', 'NN'), 'det', ('The', 'DT')), (('noisy', 'JJ'), 'cop', ('is', 'VBZ')), (('noisy', 'JJ'), 'nmod:npmod', ('bit', 'RB')), (('bit', 'RB'), 'det', ('a', 'DT')), (('noisy', 'JJ'), 'ccomp', ('something', 'NN')), (('something', 'NN'), 'cc', ('but', 'CC')), (('something', 'NN'), 'nsubj', ('that', 'DT')), (('something', 'NN'), 'cop', ('is', 'VBZ')), (('something', 'NN'), 'acl:relcl', ('overlooked', 'VBN')), (('overlooked', 'VBN'), 'nsubjpass', ('that', 'WDT')), (('overlooked', 'VBN'), 'aux', ('can', 'MD')), (('overlooked', 'VBN'), 'auxpass', ('be', 'VB')), (('overlooked', 'VBN'), 'advcl', ('sit', 'VBP')), (('sit', 'VBP'), 'mark', ('once', 'IN')), (('sit', 'VBP'), 'nsubj', ('you', 'PRP')), (('sit', 'VBP'), 'compound:prt', ('down', 'RP')), (('overlooked', 'VBN'), 'cc', ('and', 'CC')), (('overlooked', 'VBN'), 'conj', ('enjoy', 'VB')), (('enjoy', 'VB'), 'dobj', ('meal', 'NN')), (('meal', 'NN'), 'det', ('a', 'DT')), (('meal', 'NN'), 'amod', ('great', 'JJ'))];meal enjoy a great;meal enjoy a great
145;positive;SERVICE#GENERAL;service;50:57;The food is wonderful, tasty and filling, and the service is professional and friendly.;food wonderful tasty filling service professional friendly;[(('tasty', 'JJ'), 'nsubj', ('food', 'NN')), (('food', 'NN'), 'det', ('The', 'DT')), (('tasty', 'JJ'), 'cop', ('is', 'VBZ')), (('tasty', 'JJ'), 'amod', ('wonderful', 'JJ')), (('tasty', 'JJ'), 'cc', ('and', 'CC')), (('tasty', 'JJ'), 'conj', ('filling', 'VBG')), (('tasty', 'JJ'), 'cc', ('and', 'CC')), (('tasty', 'JJ'), 'conj', ('professional', 'NN')), (('professional', 'NN'), 'nsubj', ('service', 'NN')), (('service', 'NN'), 'det', ('the', 'DT')), (('professional', 'NN'), 'cop', ('is', 'VBZ')), (('professional', 'NN'), 'cc', ('and', 'CC')), (('professional', 'NN'), 'conj', ('friendly', 'JJ'))];service professional the;service is the
146;positive;FOOD#QUALITY;pizza;50:55;The food is amazing, rich pastas and fresh doughy pizza.;food amazing rich pastas fresh doughy pizza;[(('pastas', 'NNS'), 'nsubj', ('food', 'NN')), (('food', 'NN'), 'det', ('The', 'DT')), (('pastas', 'NNS'), 'cop', ('is', 'VBZ')), (('pastas', 'NNS'), 'amod', ('amazing', 'JJ')), (('pastas', 'NNS'), 'amod', ('rich', 'JJ')), (('pastas', 'NNS'), 'cc', ('and', 'CC')), (('pastas', 'NNS'), 'conj', ('pizza', 'NN')), (('pizza', 'NN'), 'amod', ('fresh', 'JJ')), (('pizza', 'NN'), 'compound', ('doughy', 'NN'))];pizza pastas fresh doughy;pizza pastas fresh doughy
147;negative;SERVICE#GENERAL;Delivery;0:8;Delivery can be spot on or lacking depending on the weather and the day of the week.;delivery spot lacking depending weather day week;[(('spot', 'VBG'), 'nsubj', ('Delivery', 'NN')), (('spot', 'VBG'), 'aux', ('can', 'MD')), (('spot', 'VBG'), 'aux', ('be', 'VB')), (('spot', 'VBG'), 'compound:prt', ('on', 'RP')), (('spot', 'VBG'), 'cc', ('or', 'CC')), (('spot', 'VBG'), 'conj', ('lacking', 'VBG')), (('lacking', 'VBG'), 'advcl', ('weather', 'NN')), (('weather', 'NN'), 'case', ('depending', 'VBG')), (('weather', 'NN'), 'case', ('on', 'IN')), (('weather', 'NN'), 'det', ('the', 'DT')), (('weather', 'NN'), 'cc', ('and', 'CC')), (('weather', 'NN'), 'conj', ('day', 'NN')), (('day', 'NN'), 'det', ('the', 'DT')), (('day', 'NN'), 'nmod', ('week', 'NN')), (('week', 'NN'), 'case', ('of', 'IN')), (('week', 'NN'), 'det', ('the', 'DT'))];delivery spot;delivery be
148;positive;FOOD#QUALITY;congee;8:14;Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.;try congee donut like deep fried dough call ow ley soh delicious sweet tasting bread;[(('Try', 'VB'), 'dobj', ('congee', 'NN')), (('congee', 'NN'), 'det', ('the', 'DT')), (('congee', 'NN'), 'cc', ('and', 'CC')), (('congee', 'NN'), 'conj', ('donut', 'NN')), (('donut', 'NN'), 'det', ('the', 'DT')), (('Try', 'VB'), 'nmod', ('dough', 'NN')), (('dough', 'NN'), 'case', ('like', 'IN')), (('dough', 'NN'), 'amod', ('deep', 'JJ')), (('dough', 'NN'), 'amod', ('fried', 'JJ')), (('dough', 'NN'), 'acl:relcl', ('call', 'VBP')), (('call', 'VBP'), 'nsubj', ('they', 'PRP')), (('call', 'VBP'), 'ccomp', ('Soh', 'VB')), (('Soh', 'VB'), 'nsubj', ('Ley', 'NNP')), (('Ley', 'NNP'), 'compound', ('Ow', 'NNP')), (('Soh', 'VB'), 'dobj', ('bread', 'NN')), (('bread', 'NN'), 'det', ('a', 'DT')), (('bread', 'NN'), 'amod', ('delicious', 'JJ')), (('delicious', 'JJ'), 'cc', ('and', 'CC')), (('delicious', 'JJ'), 'conj', ('tasting', 'NN')), (('tasting', 'NN'), 'dep', ('sweet', 'JJ'))];congee try the and donut;congee try the and donut
